Full Name, Party, Utterances Count, PA Profile, Profile Photo
"Luthuli, Mr BN","IFP","87","https://www.pa.org.za/person/bhekizizwe-nivard-luthuli/","https://static.pmg.org.za/inkosi_bhrkizizwe_nivard_luthuli.jpg"
"Nxumalo, Mr MN","IFP","166","https://www.pa.org.za/person/mthokozisi-nkululeko-nxumalo/","https://static.pmg.org.za/nxumalo_m.jpg"
"Ngcobo, Mr SL","IFP","336","https://www.pa.org.za/person/siphosethu-lindinkosi-ngcobo/","https://static.pmg.org.za/mr_siphosethu_lindinkosi_ngcobo.jpg"
"Mfayela, Mr SE","IFP","61","https://www.pa.org.za/person/simo-ezra-mfayela/","https://static.pmg.org.za/Simo_Ezra_Mfayela.jpg"
"Govender, Mr P","IFP","67","https://www.pa.org.za/person/p-govender/","https://static.pmg.org.za/28a268d02a2c4d1ceb032ed58e2c5fda.jpg"
"Gumede, Ms TJ","IFP","6","https://www.pa.org.za/person/thokozile-joyce-gumede/","https://static.pmg.org.za/gumede.jpg"
"Hlabisa, Mr VF","IFP","28","https://www.pa.org.za/person/velenkosini-fiki-hlabisa/","https://static.pmg.org.za/cfbee15bec9d2358955bc59e21ff6da4.jpg"
"Kunene, Mr OB","IFP","33","https://www.pa.org.za/person/otto-bonginkosi-kunene/","https://static.pmg.org.za/3660e49e2a5ce60a6f6d5399eb8ca78a.jpg"
"Mazibuko,Mr MJ","IFP","24","https://www.pa.org.za/person/mj-mazibuko/","https://static.pmg.org.za/download_3.jpg"
"Mthethwa, Ms TP","IFP","40","https://www.pa.org.za/person/tp-mthethwa/","https://static.pmg.org.za/4493af2f43fc899e9fb5e469572b8c83.jpg"
"Buthelezi, Ms SA","IFP","71","https://www.pa.org.za/person/sbuyiselwe-angela-buthelezi/","https://static.pmg.org.za/buthelezi.jpg"
"Zondo, Mr S S","IFP","41","https://www.pa.org.za/person/sanele-sethembeni-zondo/","https://static.pmg.org.za/Sanele_Sethembeni_Zondo.jpg"
"Hadebe, Mr N","IFP","1406","https://www.pa.org.za/person/nhlanhla-hadebe/","https://static.pmg.org.za/4621.jpg"
"Matiase, Mr NS","EFF","243","https://www.pa.org.za/person/nthako-sam-matiase/","https://static.pmg.org.za/Matiase_NS.jpg"
"Mkhaliphi, Ms HO","EFF","614","https://www.pa.org.za/person/hlengiwe-octavia-hlophe/","https://static.pmg.org.za/images/committee-members/resize/maxon_ms_ho-maxon_hlengiwe_octavia.jpg"
"Mbatha, Mr MS","EFF","46","https://www.pa.org.za/person/moses-sipho-mbatha/","https://static.pmg.org.za/mbatha.jpg"
"Gardee, Mr GA","EFF","21","https://www.pa.org.za/person/godrich-ahmed-gardee/","https://static.pmg.org.za/images/committee-members/resize/gardee_mr_ga-gardee_godrich_ahmed.jpg"
"Joseph, Mr BD","EFF","474","https://www.pa.org.za/person/bernard-daniel-joseph/","https://static.pmg.org.za/images/committee-members/resize/joseph_mr_bd-joseph_bernard_daniel.jpg"
"Khawula, Ms MS","EFF","383","https://www.pa.org.za/person/makoti-sibongile-khawula/","https://static.pmg.org.za/Khawula_MS.jpg"
"Khoza, Mr NP","EFF","50","https://www.pa.org.za/person/nicholous-pro-khoza/","https://static.pmg.org.za/images/committee-members/resize/khoza_mr_np-khoza_nicholas_pro.jpg"
"Moonsamy, Ms M","EFF","6","https://www.pa.org.za/person/magdalene-moonsamy/","https://static.pmg.org.za/images/committee-members/resize/moonsamy_ms_m-moonsamy_magdalen_1.jpg"
"Ntlangwini, Ms EN","EFF","182","https://www.pa.org.za/person/elsabe-natasha-louw/","https://static.pmg.org.za/Ntlangwini_N.jpg"
"Moteka, Mr PG","EFF","120","https://www.pa.org.za/person/pebane-george-moteka/","https://static.pmg.org.za/Moteka_PG.jpg"
"Mulaudzi, Adv TE","EFF","83","https://www.pa.org.za/person/thilivhali-elphus-mulaudzi/","https://static.pmg.org.za/images/committee-members/resize/mulaudzi_mr_te-mulaudzi_thilivhali_elphus.jpg"
"Ndlozi, Dr MQ","EFF","601","https://www.pa.org.za/person/mbuyiseni-quintin-ndlozi/","https://static.pmg.org.za/Ndlozi_MQ.jpg"
"Mente, Ms NV","EFF","824","https://www.pa.org.za/person/ntombovuyo-veronica-nqweniso/","https://static.pmg.org.za/Mente_NV.jpg"
"Ntobongwana, Ms P","EFF","12","https://www.pa.org.za/person/pumza-ntobongwana/","https://static.pmg.org.za/images/committee-members/resize/ntobongwana_ms_p-ntobongwana_pumza.jpg"
"Sonti, Ms NP","EFF","170","https://www.pa.org.za/person/nokulunga-primrose-sonti/","https://static.pmg.org.za/sonti.jpg"
"Mashabela, Ms N","EFF","114","https://www.pa.org.za/person/ngwanamakwetle-reneiloe-mashabela/","https://static.pmg.org.za/Mashabela_NR.jpg"
"Shivambu, Mr F","EFF","870","https://www.pa.org.za/person/nyiko-floyd-shivambu/","https://static.pmg.org.za/Shivambu_NF.jpg"
"Malema, Mr J","EFF","447","https://www.pa.org.za/person/julius-sello-malema/","https://static.pmg.org.za/Malema_JS.jpg"
"Mokoena, Mr L","EFF","113","https://www.pa.org.za/person/lehlohonolo-goodwill-mokoena/","https://static.pmg.org.za/mokoena_l.jpg"
"Mtileni, Mr V","EFF","11","https://www.pa.org.za/person/vusiwana-emanuel-mtileni/","https://static.pmg.org.za/mtileni.jpg"
"Twala, Mr DL","EFF","5","https://www.pa.org.za/person/diliza-lucky-twala/","https://static.pmg.org.za/images/committee-members/resize/twala_mr_dl-twala_diliza_lucky_11.jpg"
"Mokwele, Ms T","EFF","2","https://www.pa.org.za/person/tebogo-josephine-mokwele/","https://static.pmg.org.za/Mokwele_TJ.jpg"
"Dlamini, Mr MM","EFF","274","https://www.pa.org.za/person/mzingisi-marshall-dlamini/","https://static.pmg.org.za/2937.jpg"
"Mokause, Ms MO","EFF","195","https://www.pa.org.za/person/mmabatho-olive-mokause/","https://static.pmg.org.za/Mokause.jpg"
"Paulsen, Mr N M","EFF","426","https://www.pa.org.za/person/mogamad-nazier-paulsen/","https://static.pmg.org.za/paulsen_mn.jpg"
"Koni, Ms NP","EFF","22","https://www.pa.org.za/person/nkagisang-poppy-mokgosi/","https://static.pmg.org.za/Poppi_Koni.jpg"
"Mhlongo, Mr P","EFF","977","https://www.pa.org.za/person/sibonakaliso-phillip-mhlongo/","https://static.pmg.org.za/mhlongo.jpg"
"Mngxitama, Mr A","EFF","19","https://www.pa.org.za/person/john-andile-mngxitam/","https://static.pmg.org.za/mngxitama.jpg"
"Xalisa, Mr Z R","EFF","7","https://www.pa.org.za/person/zolile-rodger-xalisa/","https://static.pmg.org.za/zolile_xalisa.jpg"
"Thembekwayo, Dr S","EFF","673","https://www.pa.org.za/person/sophie-suzan-thembekwayo/","https://static.pmg.org.za/thembekwayo.jpg"
"Chabangu, Mr M","EFF","228","https://www.pa.org.za/person/makosini-chabangu/","https://static.pmg.org.za/Chabangu_MM.jpg"
"Tlhaole, Mr L S","EFF","2","https://www.pa.org.za/person/shadrack-lapologang-tlhaole/","https://static.pmg.org.za/shadrack_tlhaole.jpg"
"Ngwenya, Ms DB","EFF","212","https://www.pa.org.za/person/delisile-ngwenya/","https://static.pmg.org.za/Ngwenya_DB.jpg"
"Mathevula, Ms B","EFF","376","https://www.pa.org.za/person/brenda-tirhani-mathevula/","https://static.pmg.org.za/BRENDA_THIRANI_MATHEVULA.jpg"
"Nolutshungu, Ms N","EFF","183","https://www.pa.org.za/person/nontando-nolutshungu/","https://static.pmg.org.za/Nolutshungu_N.jpg"
"Hlonyana, Ms NKF","EFF","245","https://www.pa.org.za/person/ntokozo-khonziwe-fortunate-hlonyana/","https://static.pmg.org.za/Hlonyana_KN.jpg"
"Tshwaku, Mr M","EFF","214","https://www.pa.org.za/person/mgcini-tshwaku/","https://static.pmg.org.za/tshwaku.jpg"
"Tetyana, Mr Y","EFF","156","https://www.pa.org.za/person/yazini-tetyana/","https://static.pmg.org.za/tetyana.jpg"
"Ndlovu, Mr V","EFF","68","null","https://static.pmg.org.za/Hon.-V-Ndlovu-EFF.jpg-nggid03133-ngg0dyn-250x375x100-00f0w010c011r110f110r010t010.jpg"
"Khoza, Mr AV","EFF","53","https://www.pa.org.za/person/abednigo-vusumuzi-khoza/","https://static.pmg.org.za/A_Khoza.jpg"
"Yako, Ms Y","EFF","853","https://www.pa.org.za/person/yoliswa-nomampondomise-yako/","https://static.pmg.org.za/yako.jpg"
"Makesini, Ms M","EFF","98","https://www.pa.org.za/person/mandisa-makesini/","https://static.pmg.org.za/M_Makesini.jpg"
"Mashego, Ms MS","EFF","14","https://www.pa.org.za/person/mandisa-sibongile-mashego/","https://static.pmg.org.za/Mandisa_Mashego_PMG.jpg"
"Ledwaba, Ms MJ","EFF","196","https://www.pa.org.za/person/mapula-johanna-ledwaba/","https://static.pmg.org.za/mapula_PMG.jpg"
"Motsi, Mr A","EFF","1","https://www.pa.org.za/person/alfred-norman-motsi/","https://static.pmg.org.za/ALFRED_MOTSI_PMG.jpg"
"Baartman, Mr NA","EFF","2","https://www.pa.org.za/person/nevie-aubrey-baartman/","https://static.pmg.org.za/baartmanPMG.jpg"
"Sedibe,Mr MC","EFF","7","https://www.pa.org.za/person/michael-collen-sedibe/","https://static.pmg.org.za/MICHAEL_PMG.jpg"
"Zandamela, Mr S","EFF","234","https://www.pa.org.za/person/sam-zandamela/","https://static.pmg.org.za/SAM_ZANDAMELA.jpg"
"Tshitangano, Mr AG","EFF","49","https://www.pa.org.za/person/azwiambwi-gerson-tshitangano/","https://static.pmg.org.za/TSHITANG.jpg"
"Shembeni, Mr HA","EFF","382","https://www.pa.org.za/person/henry-andries-shembeni/","https://static.pmg.org.za/shembeni.jpg"
"Keetse, Mr PP","EFF","129","https://www.pa.org.za/person/phuti-peter-keetse/","https://static.pmg.org.za/Keetse_PP.jpg"
"Komane, Ms RN","EFF","331","https://www.pa.org.za/person/rosina-ntshetsana-komane/","https://static.pmg.org.za/Komane_RN.jpg"
"Sindane, Mr P","EFF","5","https://www.pa.org.za/person/patrick-sindane/","https://static.pmg.org.za/mr_patrick_sindane.jpg"
"Langa, Mr TM","EFF","104","https://www.pa.org.za/person/thokozani-makhosonke-langa/","https://static.pmg.org.za/mr_thokozani_makhosonke_langa.jpg"
"Arries, Ms LH","EFF","316","https://www.pa.org.za/person/laetitia-heloise-arries/","https://static.pmg.org.za/Arries_LH.jpg"
"Siwisa, Ms AM","EFF","283","https://www.pa.org.za/person/annacleta-mathapelo-siwisa/","https://static.pmg.org.za/siwisa.jpg"
"Motsepe, Ms CCS","EFF","170","https://www.pa.org.za/person/ciliesta-catherine-shoana-motsepe/","https://static.pmg.org.za/Motsepe_CCS.jpg"
"Madlingozi, Mr BS","EFF","400","https://www.pa.org.za/person/brian-sindile-madlingozi/","https://static.pmg.org.za/Madlingozi_BS.jpg"
"Mafanya, Mr WTI","EFF","138","https://www.pa.org.za/person/washington-tseko-isaac-mafanya/","https://static.pmg.org.za/Mafanya_WTI.jpg"
"Msane, Ms TP","EFF","319","https://www.pa.org.za/person/thembi-portia-msane/","https://static.pmg.org.za/Msane_TP.jpg"
"Mthenjane, Mr DF","EFF","254","https://www.pa.org.za/person/dumisani-fannie-mthenjane/","https://static.pmg.org.za/Mthenjane_DF.jpg"
"Tito, Ms LF","EFF","164","https://www.pa.org.za/person/lorato-florence-tito/","https://static.pmg.org.za/tito.jpg"
"Ceza, Mr K","EFF","1094","https://www.pa.org.za/person/khanya-ceza/","https://static.pmg.org.za/31.jpg"
"Chirwa, Ms NN","EFF","890","https://www.pa.org.za/person/naledi-nokukhanya-chirwa/","https://static.pmg.org.za/Chirwa_NN.jpg"
"Pambo, Mr V","EFF","254","https://www.pa.org.za/person/vuyani-pambo/","https://static.pmg.org.za/Pambo.jpg"
"Mohlala, Ms MR","EFF","668","https://www.pa.org.za/person/mathibe-rebecca-mohlala/","https://static.pmg.org.za/Mohlala_MR.jpg"
"Mokgotho, Ms SM","EFF","326","https://www.pa.org.za/person/shirley-motshegoane-mokgotho/","https://static.pmg.org.za/Mokgotho.jpg"
"Montwedi, Mr Mk","EFF","208","https://www.pa.org.za/person/mothusi-kenneth-montwedi/","https://static.pmg.org.za/mr_mothusi_kenneth_montwedi.jpg"
"Apleni, Mr T","EFF","94","https://www.pa.org.za/person/thembinkosi-tevin-apleni/","https://static.pmg.org.za/THEMBINKOSI_APLENI.jpg"
"Moletsane, Mr MS","EFF","300","https://www.pa.org.za/person/moletsane-simon-moletsane/","https://static.pmg.org.za/mr_moletdsne_simon_moletsane.jpg"
"Motsamai, Mr K","EFF","487","https://www.pa.org.za/person/kenny-motsamai/","https://static.pmg.org.za/KENNY_MOTSAMAI.jpg"
"Luthuli, Ms SA","EFF","134","https://www.pa.org.za/person/slindile-ann-luthuli/","https://static.pmg.org.za/Luthuli.jpg"
"Lehihi, Ms SB","EFF","50","https://www.pa.org.za/person/seneanye-betta-lehihi/","https://static.pmg.org.za/SENEANYE_BETTA_LEHIHI.jpg"
"Arnolds, Mr A","EFF","229","https://www.pa.org.za/person/andrew-arnolds/","https://static.pmg.org.za/Andrew_ARNOLDS.jpg"
"Makamba-Botya, Ms N","EFF","312","https://www.pa.org.za/person/nosipho-makamba-botya/","https://static.pmg.org.za/N_Makamba-Botya.jpg"
"Xego, Mr M","EFF","316","https://www.pa.org.za/person/melikhaya-xego/","https://static.pmg.org.za/Xego.jpg"
"Dial, Ms BB","EFF","7","https://www.pa.org.za/person/bulelwa-beauty-dial/","https://static.pmg.org.za/7dc4b79c48e6f101af5652e4c4d3e578.jpg"
"Majake, Mr IM","EFF","1","https://www.pa.org.za/person/ishmael-mahlomola-majake/","https://static.pmg.org.za/80989f3cb6034c72aca400b8d500ec45.jpg"
"Mkhabela, Ms NP","EFF","3","https://www.pa.org.za/person/ntsako-precious-mkhabela/","https://static.pmg.org.za/Ntsako_Mkhabela.jpg"
"Nyembe, Ms NG","EFF","0","https://www.pa.org.za/person/nomshado-getrude-nyembe/","https://static.pmg.org.za/Nomshado_Nyembe.jpg"
"Botswe, Mr MM","EFF","0","https://www.pa.org.za/person/matshidiso-mathews-botswe/","https://static.pmg.org.za/Hon.-Matshidiso-Botswe.jpg"
"Xaba, Mr LE","EFF","655","https://www.pa.org.za/person/lebogang-emmanuel-xaba/","https://static.pmg.org.za/da9f5747b39fb6466f9d24aae85ab010.jpg"
"Dlamini, Ms N","EFF","125","https://www.pa.org.za/person/nomvuyelelo-dlamini/","https://static.pmg.org.za/c105c2d5c22aa5e82e96e24650d3308d.jpg"
"Mthethwa, Mr SH","EFF","231","https://www.pa.org.za/person/sifiso-henry-mthethwa/","https://static.pmg.org.za/HON.-LG-SEJA-540x600.png"
"Mtshali, Ms GF","EFF","3","https://www.pa.org.za/person/gugu-flora-mtshali/","https://static.pmg.org.za/HON.-GF-MTSHALI-540x600.png"
"Seja, Mr LG","EFF","1","https://www.pa.org.za/person/linda-godfrey-seja/","https://static.pmg.org.za/HON.-SH-MTHETHWA-540x600.png"
"Twala, Mr MW","EFF","5","https://www.pa.org.za/person/mongezi-wellbeloved-twala/","https://static.pmg.org.za/HON.-MW-THWALA-540x600.png"
"Tong, Ms GK","EFF","5","https://www.pa.org.za/person/gloria-kgomotso-tong/","https://static.pmg.org.za/TONG.jpg"
"Koma, Mr MS","EFF","23","https://www.pa.org.za/person/moses-segatike-koma/","https://static.pmg.org.za/KOMA.jpg"
"Masemola, Ms RB","EFF","12","https://www.pa.org.za/person/ruth-baloibotlhe-masemola/","https://static.pmg.org.za/mnisi.jpg"
"Badenhorst, Ms BF","EFF","5","https://www.pa.org.za/person/beverley-felicity-badenhorst/","https://static.pmg.org.za/badenhorst.jpg"
"Radebe, Ms ND","EFF","35","https://www.pa.org.za/person/njakazana-dorothia-radebe/","https://static.pmg.org.za/1/radebe.jpg"
"Mofokeng, Mr GA","EFF","41","https://www.pa.org.za/person/gcina-ayliff-mofokeng/","https://static.pmg.org.za/Mr_Gcina_Ayliff_Mofokeng.jpg"
"Manganye, Ms T","EFF","131","https://www.pa.org.za/person/tinyiko-florence-manganye/","https://static.pmg.org.za/manganyi.jpg"
"Mohlala, Mr M","EFF","5","https://www.pa.org.za/person/manamane-charles-mohlala/","https://static.pmg.org.za/mohlala.jpg"
"Mphahlele, Ms S","EFF","7","https://www.pa.org.za/person/selaelo-regina-mphahlele/","https://static.pmg.org.za/Ms_Selaelo_Regina_Mphahlele.jpg"
"Tafeni, Ms N","EFF","213","https://www.pa.org.za/person/noluvuyo-tafeni/","https://static.pmg.org.za/2469.jpg"
"Maotwe, Ms OMC","EFF","812","https://www.pa.org.za/person/omphile-mankoba-confidence-maotwe/","https://static.pmg.org.za/2460.jpg"
"Mkhonto, Ms C N","EFF","316","https://www.pa.org.za/person/constance-nonhlanhla-mkhonto/","https://static.pmg.org.za/3721.jpg"
"Mathulelwa, Ms B","EFF","253","https://www.pa.org.za/person/babalwa-mathulelwa/","https://static.pmg.org.za/3719.jpg"
"Madokwe, Ms P","EFF","318","https://www.pa.org.za/person/piaba-madokwe/","https://static.pmg.org.za/1/madokwe.jpg"
"Tambo, Mr S","EFF","327","https://www.pa.org.za/person/sinawo-tambo/","https://static.pmg.org.za/Tambo.jpg"
"Matumba, Mr A","EFF","180","https://www.pa.org.za/person/anthony-matumba/","https://static.pmg.org.za/4603.jpg"
"Marais, Ms P","EFF","188","https://www.pa.org.za/person/paulnita-marais/","https://static.pmg.org.za/4602.jpg"
"Mogale, Mr T","EFF","144","https://www.pa.org.za/person/thapelo-mogale/","https://static.pmg.org.za/1/mogale.jpg"
"Mnisi, Ms R","EFF","2","null","https://static.pmg.org.za/RUTHU.jpg"
"Dlamini, Ms M","EFF","143","https://www.pa.org.za/person/mbali-dlamini/","https://static.pmg.org.za/1/mbali.jpg"
"Klaas, Mr M T","EFF","102","https://www.pa.org.za/person/moses-thembile-klaas/","https://static.pmg.org.za/Klaas_Moses_lores_0.jpg"
"Cassiem, Ms A","EFF","123","https://www.pa.org.za/person/aishah-cassiem/","https://static.pmg.org.za/9e89890c494bd0a1b9e94fa76d462455.jpg"
"Madikizela, Mr S","EFF","5","https://www.pa.org.za/person/simthembile-madikizela/","https://static.pmg.org.za/1/Madikizela.jpg"
"Magwala, Mr M J","EFF","5","https://www.pa.org.za/person/mbulelelo-jonathan-magwala/","https://static.pmg.org.za/Magwala.jpg"
"Mhlongo, Ms N","EFF","98","https://www.pa.org.za/person/nqobile-matilda-mhlongo/","https://static.pmg.org.za/N_Mhlongo.jpg"
"Shikwambana, Mr M","EFF","84","https://www.pa.org.za/person/mandla-shikwambana/","https://static.pmg.org.za/1/Shikwambana.jpg"
"Mthethwa, Mr E","EFF","537","https://www.pa.org.za/person/eugene-mthethwa/","https://static.pmg.org.za/E_Mthethwa_EFF.jpg"
"Manyi, Mr M","EFF","549","https://www.pa.org.za/person/mzwanele-jimmy-manyi/","https://static.pmg.org.za/M_Manyi.jpg"
"Ngubane, Mr NN","EFF","27","null","https://static.pmg.org.za/Hon-T-Nkosi-1000x960.png"
"Nkosi, Ms T","EFF","104","null","https://static.pmg.org.za/Ms_T_Nkosi-1000x960.png"
"Mkhwebane, Adv B","EFF","2888","https://www.pa.org.za/person/busisiwe-joyce-mkhwebane/","https://static.pmg.org.za/Mkhwebhane.jpg"
"Gericke, Mr V","EFF","108","https://www.pa.org.za/person/virgill-gericke/","https://static.pmg.org.za/virgill_1.jpg"
"Hlabangwani, Ms T L","EFF","0","https://www.pa.org.za/person/thembani-lucia-hlabangwani/","https://static.pmg.org.za/null"
"Letlape, Ms M S","EFF","16","https://www.pa.org.za/person/molebogeng-sharon-letlape/","https://static.pmg.org.za/letlape_m.jpg"
"Tshabalala, Ms A","EFF","390","null","https://static.pmg.org.za/null"
"Muthwa, Ms K M","EFF","2","https://www.pa.org.za/person/khethiwe-mildred-muthwa/","https://static.pmg.org.za/muthwa.jpg"
"Kasibe, Mr G W","EFF","1","https://www.pa.org.za/person/wandile-kasibe/","https://static.pmg.org.za/kasibe.jpg"
"Msibi, Ms VZ","NFP","11","https://www.pa.org.za/person/veronica-zanele-msibi/","https://static.pmg.org.za/images/committee-members/resize/msibi_ms_vz-msibi_zanele_4.jpg"
"Shaik Emam, Mr AM","NFP","582","https://www.pa.org.za/person/ahmed-munzoor-shaik-emam/","https://static.pmg.org.za/shaik.jpg"
"Mncwabe, Mr SC","NFP","5","https://www.pa.org.za/person/sibusiso-christopher-mncwabe/","https://static.pmg.org.za/images/committee-members/resize/mncwabe_mr_sc-mncwabe_sibusiso_christopher_0008_0.jpg"
"Mlotshwa, Mr VR","NFP","4","https://www.pa.org.za/person/vikizitha-richard-mlotshwa/","https://static.pmg.org.za/Hon-VR-MlotshwaNFP.jpg-nggid03130-ngg0dyn-250x375x100-00f0w010c011r110f110r010t010.jpg"
"Nzuza, Mr B M","NFP","15","https://www.pa.org.za/person/bongokwakhe-mthokozisi-nzuza/","https://static.pmg.org.za/t_Hon-BM-NzuzaNFP.jpg-nggid0252-ngg0dyn-250x375x100-00f0w010c011r110f110r010t010.jpg"
"Khuzwayo, Ms PH","NFP","1","null","https://static.pmg.org.za/t_Hon-PH-KhuzwayoNFP.jpg-nggid0261-ngg0dyn-250x375x100-00f0w010c011r110f110r010t010.jpg"
"Mdakane, Mr SJ","NFP","50","null","https://static.pmg.org.za/t_Hon-SJ-Mdakane-NFP.jpg-nggid0264-ngg0dyn-250x375x100-00f0w010c011r110f110r010t010.jpg"
"Sibisi, Mr CHM","NFP","192","https://www.pa.org.za/person/christopher-howard-mzwakhe-sibisi/","https://static.pmg.org.za/mr_christopher_howard_mzwakhe_sibisi.jpg"
"Shinga, Ms M","NFP","2","null","https://static.pmg.org.za/Hon-M-Shinga-1000x960.png"
"Jafta, Mr SM","AIC","22","https://www.pa.org.za/person/steven-mahlubanzima-jafta/","https://static.pmg.org.za/4117.jpg"
"Ntshayisa, Mr LM","AIC","35","https://www.pa.org.za/person/lulama-maxwell-ntshayisa/","https://static.pmg.org.za/290.jpg"
"Galo, Mr MP","AIC","12","https://www.pa.org.za/person/mandlenkosi-phillip-galo/","https://static.pmg.org.za/63.jpg"
"Coetzee, Mr TW","FF+","61","https://www.pa.org.za/person/theo-willem-coetzee/","https://static.pmg.org.za/images/committee-members/resize/coetzee_mr_t_-coetzee_theo_willem_da.jpg"
"Groenewald, Dr PJ","FF+","309","https://www.pa.org.za/person/petrus-johannes-groenewald/","https://static.pmg.org.za/Groenewald_PJ.jpg"
"Alberts, Mr ADW","FF+","9","https://www.pa.org.za/person/anton-de-waal-alberts/#experience","https://static.pmg.org.za/images/committee-members/resize/alberts_adv_a-alberts_anton_de_waal.jpg"
"Mulder, Dr CP","FF+","506","https://www.pa.org.za/person/cornelius-petrus-mulder/","https://static.pmg.org.za/265.jpg"
"Mulder, Dr PW","FF+","427","https://www.pa.org.za/person/pieter-willem-adriaan-mulder/","https://static.pmg.org.za/mulder.jpg"
"Wessels, Mr W","FF+","249","https://www.pa.org.za/person/wouter-wynand-wessels/","https://static.pmg.org.za/wessels.jpg"
"Denner, Ms H","FF+","261","https://www.pa.org.za/person/heloise-denner/","https://static.pmg.org.za/Jordaan_H.jpg"
"Breedt, Ms T","FF+","470","https://www.pa.org.za/person/tamarin-breedt/","https://static.pmg.org.za/15.jpg"
"Boshoff, Dr WJ","FF+","233","https://www.pa.org.za/person/wynand-johannes-boshoff/","https://static.pmg.org.za/20.jpg"
"Mulder, Mr FJ","FF+","343","https://www.pa.org.za/person/frederik-mulder/","https://static.pmg.org.za/Mulder_FJ.jpg"
"Van Staden, Mr PA","FF+","368","https://www.pa.org.za/person/philippus-adriaan-van-staden/","https://static.pmg.org.za/mr_philippus_adriaan_van_staden.jpg"
"Mey, Mr P","FF+","365","https://www.pa.org.za/person/pieter-mey/","https://static.pmg.org.za/mr_pieter_mey.jpg"
"Groenewald, Mr IM","FF+","371","https://www.pa.org.za/person/ignatius-michael-groenewald/","https://static.pmg.org.za/Groenewald_IM.jpg"
"Cloete, Mr AB","FF+","172","https://www.pa.org.za/person/armand-benjamin-cloete/","https://static.pmg.org.za/406.jpg"
"Du Toit, Mr SF","FF+","361","https://www.pa.org.za/person/stephanus-franszouis-du-toit/","https://static.pmg.org.za/mr_stephanus_franszouis_du_toit.jpg"
"Marais, Mr PJ","FF+","1649","https://www.pa.org.za/person/petrus-jacobus-marais/","https://static.pmg.org.za/Marais_P.jpg"
"Van Niekerk, Mr JM","FF+","17","https://www.pa.org.za/person/johannes-marthunis-van-niekerk/","https://static.pmg.org.za/Mr_Johannes_Marthunis_Van_Niekerk.jpg"
"Weber, Mr WL","FF+","1","https://www.pa.org.za/person/werner-ludolf-weber/","https://static.pmg.org.za/Werner_Weber.jpg"
"Nel, Mr DW","FF+","68","https://www.pa.org.za/person/de-wet-nel/","https://static.pmg.org.za/646e9786e1cee40415598201ff85a84b.jpg"
"Hoffman, Mr JJ","FF+","10","https://www.pa.org.za/person/jacobus-johannes-hoffman/","https://static.pmg.org.za/hoffman.jpg"
"Coetzee, Mr DJ","FF+","61","https://www.pa.org.za/person/daniel-johannes-coetzee/","https://static.pmg.org.za/b176321af8e635a4c252410f19dafb36.jpg"
"Smit, Mr D","FF+","548","https://www.pa.org.za/person/devar-smit/","https://static.pmg.org.za/Smit.jpg"
"De Bruyn, Mr MA","FF+","8","https://www.pa.org.za/person/michiel-adriaan-petrus-de-bruyn/","https://static.pmg.org.za/Bruyn.jpg"
"Burger, Mr JP","FF+","17","null","https://static.pmg.org.za/null"
"Plaatjie, Ms SK","COPE","2","https://www.pa.org.za/person/sanna-keikantseeng-plaatjie/","https://static.pmg.org.za/images/committee-members/resize/plaatjie_mss_k-molao_sanna_keikantseeng_anc.jpg"
"Plaatjie, Mr SH","COPE","58","https://www.pa.org.za/person/swaphi-hendrick-plaatjie/","https://static.pmg.org.za/images/committee-members/resize/plaatjie_mr_s_h-plaatjie_swaphi_hendrick_anc.jpg"
"Ferguson, Ms BD","COPE","16","https://www.pa.org.za/person/beryl-delores-ferguson/","https://static.pmg.org.za/images/committee-members/resize/ferguson_ms_bd-p1010002.jpg"
"George, Mr ME","COPE","154","null","https://static.pmg.org.za/images/committee-members/resize/george_mr_m-george_mluleki_editor_cope.jpg"
"Bloem, Mr DV","COPE","6","https://www.pa.org.za/person/dennis-victor-bloem/","https://static.pmg.org.za/images/committee-members/resize/bloem_mr_d-bloem_dennis_victorcope.jpg"
"Botha, Mr T","COPE","18","https://www.pa.org.za/person/tozamile-botha/","https://static.pmg.org.za/images/committee-members/resize/botha_mr_t-botha_tozamile_cope.jpg"
"Kotsi, Ms CM","COPE","2","https://www.pa.org.za/person/cecilia-mampe-papadi-kotsi/","https://static.pmg.org.za/images/committee-members/resize/kotsi_ms_cmp-kotsi_cecilia_mampe_papadicope.jpg"
"Makhubela, Mr MW","COPE","20","https://www.pa.org.za/person/mafemane-wilson-makhubela/","https://static.pmg.org.za/images/committee-members/resize/makhubela_mr_mw-makhubela_mafemane_wilson.jpg"
"De Beer, Mr O","COPE","8","https://www.pa.org.za/person/onell-de-beer/","https://static.pmg.org.za/images/committee-members/resize/de_beer_mr_o-de_beer_onell_cope.jpg"
"Mbhele, Mr PD","COPE","121","null","https://static.pmg.org.za/images/committee-members/resize/mbhele_mr_pd-mbhele_pakiso_david_h098_1.jpg"
"Mnguni, Mr PB","COPE","70","null","https://static.pmg.org.za/images/committee-members/resize/mnguni_mr_pb-mnguni_paul_bushy.jpg"
"Nhanha, Mr MA","COPE","264","https://www.pa.org.za/mlindi-advent-nhanha/","https://static.pmg.org.za/images/committee-members/resize/nhanha_mr_ma-nhanha_mlindi_advent_cope.jpg"
